"ID:",""
"Name:",""
"Age:","","Sex:","Male"
"Comments:"
""

"Raw Data"

"EEG1","EEG2","EMG","ECG"
-65.4,-64.7,-140.8,1998.7,
-248.7,-246.1,-177.6,2448.9,
-449.7,-444.9,-205.2,2928.6,
-546.0,-540.1,-44.7,2705.5,
-546.0,-540.1,3.9,2688.1,
-546.0,-540.1,-252.6,2872.5,
-546.0,-540.1,-236.8,3100.9,
-546.0,-540.1,21.1,3250.6,
-541.3,-535.5,-17.1,3488.4,
-542.2,-536.4,-163.1,3334.7,
-546.0,-540.1,-14.5,2836.4,
-546.0,-540.1,-101.3,2732.2,
-543.6,-537.7,-125.0,2883.2,
-546.0,-540.1,-105.3,3042.1,
-546.0,-540.1,-256.6,3238.5,
-544.1,-538.3,-264.4,3320.0,
-546.0,-540.1,-117.1,2941.9,
-546.0,-540.1,-59.2,2457.0,
-545.2,-538.7,1.3,2356.8,
-545.3,-535.2,-121.0,2652.0,
-546.0,-529.0,-181.6,2849.8,
-546.0,-515.9,-181.6,2526.4,
-544.2,-501.9,-96.0,2200.4,
-542.0,-490.9,-30.3,1935.9,
-532.9,-478.3,69.7,1760.9,
-518.6,-464.3,6.6,1910.5,
-505.7,-453.4,-298.7,1675.4,
-493.7,-443.6,-290.8,1544.5,
-481.2,-432.7,93.4,1696.8,
-469.6,-422.4,168.4,1664.7,
-458.6,-412.5,-167.1,1571.2,
-446.9,-401.9,-200.0,1549.8,
-436.0,-392.2,161.8,1467.0,
-426.3,-383.6,253.9,1102.2,
-415.9,-374.2,-131.6,919.2,
-404.8,-364.1,-467.1,804.3,
-394.3,-354.6,-300.0,756.2,
-384.0,-345.4,-17.1,626.6,
-374.0,-336.3,-9.2,665.3,
-365.2,-328.3,-78.9,760.2,
-357.2,-321.2,90.8,660.0,
-349.1,-313.8,173.7,462.3,
-340.7,-306.2,-52.6,531.7,
-332.3,-298.7,-265.8,705.4,
-323.9,-291.2,-147.4,534.4,
-316.3,-284.4,157.9,134.9,
-309.6,-278.8,323.7,21.4,
-302.7,-272.7,200.0,283.2,
-295.0,-265.7,64.5,354.0,
-287.1,-258.6,17.1,0.0,
-279.2,-251.5,43.4,-160.3,
-271.6,-244.5,-47.4,-1.3,
-265.0,-238.4,72.4,130.9,
-259.2,-233.3,5.3,-98.9,
-253.4,-228.1,-63.2,-335.3,
-247.5,-222.9,6.6,-407.5,
-242.1,-218.1,172.4,-257.9,
-236.5,-213.1,15.8,-408.8,
-230.2,-207.4,-118.4,-546.4,
-223.8,-201.4,-17.1,-648.0,
-217.9,-196.1,217.1,-530.4,
-213.0,-191.9,281.6,-374.1,
-208.5,-188.0,63.2,-334.0,
-203.7,-183.6,-82.9,-225.8,
-198.3,-178.5,-61.8,-360.7,
-193.1,-173.7,65.8,-673.4,
-188.5,-169.3,22.4,-754.9,
-184.2,-165.5,-35.5,-841.7,
-179.8,-161.3,-52.6,-879.1,
-175.3,-155.7,-46.0,-646.6,
-170.7,-147.0,-13.2,-693.4,
-166.2,-126.3,55.3,-928.5,
-161.7,-81.0,167.1,-919.2,
-157.4,-17.7,163.1,-718.8,
-153.5,39.6,230.2,-602.5,
-150.1,79.4,292.1,-611.9,
-146.9,103.3,201.3,-752.2,
-143.4,113.5,75.0,-853.7,
-140.1,121.2,-102.6,-927.2,
-137.2,133.3,-15.8,-772.2,
-134.2,139.9,202.6,-681.4,
-130.5,138.5,164.5,-527.7,
-126.5,144.7,182.9,-688.1,
-123.3,160.7,34.2,-936.6,
-121.0,172.7,-251.3,-978.0,
-118.5,181.3,-102.6,-912.5,
-115.4,197.7,405.2,-794.9,
-112.2,219.8,488.1,-845.7,
-109.6,238.8,198.7,-800.3,
-107.6,251.6,-25.0,-1030.1,
-105.7,259.0,123.7,-1202.4,
-103.2,262.1,96.0,-566.5,
-100.1,262.9,-43.4,5.3,
-97.3,262.1,-34.2,-387.4,
-95.0,261.2,46.0,-685.4,
-92.8,262.9,119.7,-820.3,
-90.6,270.7,135.5,-782.9,
-88.8,288.8,148.7,-800.3,
-86.8,317.8,132.9,-855.1,
-84.1,353.4,115.8,-1023.4,
-81.2,392.6,209.2,-875.1,
-78.8,432.0,196.0,-698.7,
-76.9,465.9,31.6,-730.8,
-75.2,489.2,-142.1,-764.2,
-73.3,496.6,15.8,-920.5,
-71.4,486.3,89.5,-889.8,
-70.1,468.3,-1.3,-511.7,
-69.0,455.2,214.5,-383.4,
-67.4,452.7,402.6,-497.0,
-65.4,458.2,150.0,-533.1,
-63.4,465.2,-109.2,-873.8,
-62.1,469.7,52.6,-1104.9,
-61.3,474.2,246.0,-782.9,
-60.2,485.9,0.0,-415.5,
-58.4,507.9,-144.7,-452.9,
-56.2,528.9,106.6,-877.8,
-54.6,537.4,403.9,-664.0,
-49.9,537.1,71.0,-475.6,
-36.1,533.9,-167.1,-606.6,
-11.2,525.4,-94.7,-468.9,
33.5,501.2,165.8,-197.7,
102.9,459.4,375.0,-263.2,
175.1,414.7,269.7,-657.3,
225.3,381.9,130.3,-968.6,
253.3,364.9,144.7,-650.6,
269.2,357.2,82.9,-482.3,
278.7,347.6,59.2,-697.4,
286.2,329.8,19.7,-501.0,
295.1,310.8,-30.3,-159.0,
303.4,302.1,-5.3,-61.5,
308.7,305.7,-19.7,-448.9,
315.6,314.5,-26.3,-725.5,
333.0,321.6,222.3,-590.5,
365.6,327.0,353.9,-443.6,
405.5,337.3,207.9,-510.4,
436.9,355.8,60.5,-555.8,
451.6,376.2,5.3,-435.5,
448.7,389.7,164.5,-364.7,
431.5,393.4,227.6,-586.5,
411.3,390.6,-11.8,-567.8,
401.6,385.4,-48.7,-327.3,
403.9,382.1,82.9,-189.7,
410.7,382.1,185.5,-259.2,
420.7,375.0,111.8,-448.9,
437.9,347.3,-90.8,-509.0,
458.2,307.4,-152.6,-613.2,
465.3,278.9,34.2,-619.9,
447.5,273.5,121.0,-557.1,
412.3,285.6,131.6,-485.0,
